Compañía,Documento,Pedido_ERP,RECEIPT_DATE1,PACKING_LIST_ID,Fecha_Etiqueta,RECEIPT_ID_TYPE,erp,Proveedor,Puerta,Inicio_Check_in,Inicio_Etiquetado,ID_Recibido1,Lineas2,Líneas_recibidas,Cantidad_Recibida,ID_Pendiente_por_recibir,ID_Pendiente_por_almacenar,ID__Almacenado,Cantidad_Almacenado,Lineas,Lineas1,Cantidad_total,Inicio_de_almacenaje,PEDIMENTO,FECHA_CERRADO,Horas_Inspeccion,Horas_Etiquetado,Horas_Acomodo,estatus
Siemens,0088755040INC,0088755040,23/02/2023 10:46 AM,102228,22/02/2023 07:27 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-02-23 12:03,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-02-23 02:45,,2023-02-23 14:45:56,17,No Aplica,2,20
Siemens,0088775817INC,0088775817,13/03/2023 11:53 AM,103822,10/03/2023 04:43 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-03-13 02:50,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-13 05:59,,2023-03-13 17:59:53,23,No Aplica,2,26
Siemens,0088778567INC,0088778567,16/03/2023 03:52 PM,104177,15/03/2023 04:58 AM,Rechazo,Sin Dato,Sin asignar,R01,2023-03-16 04:45,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-03-16 09:43,,2023-03-16 21:43:20,36,No Aplica,5,41
Siemens,0088786245INC,0088786245,24/03/2023 05:25 PM,104819,Sin asignar,Rechazo,Sin Dato,Sin asignar,R01,2023-03-27 10:14,,100.00,1,0,29,0.00,0.00,100.00,29,1,1,29.00,2023-03-27 11:26,,2023-03-27 11:26:02,0,No Aplica,1,2
Siemens,0088804349INC,0088804349,31/03/2023 06:01 PM,105679,31/03/2023 10:27 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-04-03 08:01,,100.00,1,0,26,0.00,0.00,100.00,26,1,1,26.00,2023-04-03 09:31,,2023-04-03 09:31:02,10,No Aplica,1,12
Siemens,0088813988INC,0088813988,18/04/2023 01:44 PM,106908,18/04/2023 09:36 AM,Rechazo,Sin Dato,Sin asignar,R01,2023-04-18 03:22,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-18 04:24,,2023-04-18 16:24:29,6,No Aplica,1,7
Siemens,0088814771INC,0088814771,14/04/2023 01:30 PM,106611,13/04/2023 04:11 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-04-14 03:34,,100.00,1,0,8,0.00,0.00,100.00,8,1,1,8.00,2023-04-14 04:03,,2023-04-14 16:03:34,23,No Aplica,1,24
Siemens,0088817086INC,0088817086,09/05/2023 10:59 AM,108557,05/05/2023 11:05 AM,Rechazo,Sin Dato,Sin asignar,R01,2023-05-09 11:56,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-09 06:24,,2023-05-09 18:24:20,49,No Aplica,6,56
Siemens,0088840340INC,0088840340,09/05/2023 10:48 AM,108606,05/05/2023 07:09 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-05-09 12:17,,100.00,1,0,3,0.00,0.00,100.00,3,1,1,3.00,2023-05-10 12:56,,2023-05-10 12:56:27,41,No Aplica,24,66
Siemens,0182211201,4801250965,21/03/2023 10:58 AM,Sin Asignar,Sin asignar,NACIONAL,Sin Dato,Sin asignar,Sin Asignar,,,0.00,1,0,0,100.00,0.00,0.00,,1,1,8.00,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente
Siemens,0182234087,0000000110084496,24/03/2023 11:57 AM,Sin Asignar,Sin asignar,NACIONAL,Sin Dato,Sin asignar,Sin Asignar,,,0.00,1,0,0,100.00,0.00,0.00,,1,1,1.00,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente
Siemens,0182234089,0000000110084498,24/03/2023 11:56 AM,Sin Asignar,Sin asignar,NACIONAL,Sin Dato,Sin asignar,Sin Asignar,,,0.00,1,0,0,100.00,0.00,0.00,,1,1,1.00,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente
Siemens,0182234095,0000000110084504,24/03/2023 11:56 AM,Sin Asignar,Sin asignar,NACIONAL,Sin Dato,Sin asignar,Sin Asignar,,,0.00,1,0,0,100.00,0.00,0.00,,1,1,2.00,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente
Siemens,0182234113,0000000110084522,24/03/2023 11:56 AM,Sin Asignar,Sin asignar,NACIONAL,Sin Dato,Sin asignar,Sin Asignar,,,0.00,1,0,0,100.00,0.00,0.00,,1,1,61.00,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente
Siemens,0182237208,0000000110315016,24/03/2023 11:57 AM,105213,27/03/2023 10:05 AM,NACIONAL,Sin Dato,Sin asignar,R01,2023-03-27 05:41,,100.00,1,0,3,0.00,0.00,100.00,3,1,1,3.00,2023-03-28 09:40,,2023-03-28 09:40:37,8,9,6,24
Siemens,0182237214,0000000110315021,24/03/2023 11:57 AM,105212,27/03/2023 10:05 AM,NACIONAL,Sin Dato,Sin asignar,R01,2023-03-27 05:43,,100.00,1,0,13,0.00,0.00,100.00,13,1,1,13.00,2023-03-28 09:36,,2023-03-28 09:36:45,8,9,6,24
Siemens,1112532678SOB,1112532678,17/04/2023 05:01 PM,107183,19/04/2023 08:50 PM,Importacion,Sin Dato,Sin asignar,R01,2023-04-19 09:16,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-20 09:47,,2023-04-20 09:47:07,1,0,12,13
Siemens,1112546213-EMB,1926494538,23/01/2023 12:26 PM,100261,30/01/2023 09:37 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-01-31 02:05,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-31 02:21,23  65  2024  2003072,2023-01-31 14:21:02,17,No Aplica,0,17
Siemens,1112597272-ETQ,DICIPA CUA,02/01/2023 12:31 PM,097653,30/12/2022 03:28 AM,Rechazo,Sin Dato,Sin asignar,R01,2023-01-02 04:50,,100.00,1,0,6,0.00,0.00,100.00,6,1,1,6.00,2023-01-02 05:35,,2023-01-02 17:35:18,37,No Aplica,1,39
Siemens,1112603759INC,1112603759,09/01/2023 12:57 PM,098132,07/01/2023 04:10 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-01-09 01:29,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-09 01:50,,2023-01-09 13:50:31,45,No Aplica,0,14
Siemens,1112604036SOB,1112604036,23/03/2023 06:17 PM,105293,28/03/2023 01:33 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-28 11:17,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-28 02:21,,2023-03-28 14:21:05,0,No Aplica,1,1
Siemens,1112637666SOB,1112637666,03/02/2023 04:59 PM,100635,03/02/2023 06:15 PM,Importacion,Sin Dato,Sin asignar,R01,2023-02-03 06:07,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-02-03 06:51,,2023-02-03 18:51:00,0,No Aplica,0,1
Siemens,1112637678INC,1112637678,20/01/2023 06:52 PM,099432,20/01/2023 02:52 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-01-23 04:38,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-01-23 07:32,,2023-01-23 19:32:36,26,No Aplica,3,29
Siemens,1112639328-EMB,1926494542,23/01/2023 12:23 PM,100265,30/01/2023 09:43 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-01-31 01:29,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-31 02:20,23  65  3034  3000044,2023-01-31 14:20:41,16,No Aplica,1,17
Siemens,1112647929FAL,1112647929,24/02/2023 07:06 PM,102550,27/02/2023 01:34 PM,Importacion,Sin Dato,Sin asignar,R01,2023-02-27 10:33,,100.00,1,0,20,0.00,0.00,100.00,20,1,1,20.00,2023-02-27 01:25,,2023-02-27 13:25:09,-3,No Aplica,3,0
Siemens,1112649103INC,1112649103,13/01/2023 04:44 PM,098772,12/01/2023 04:36 PM,Importacion,Sin Dato,Sin asignar,R01,2023-01-13 05:12,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-01-14 09:35,,2023-01-14 09:35:55,25,0,16,32
Siemens,1112656401INC,1112656401,19/01/2023 06:32 PM,099268,19/01/2023 09:09 PM,RECHAZO,Sin Dato,Sin asignar,R01,2023-01-20 05:07,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-01-20 07:35,,2023-01-20 19:35:27,20,No Aplica,2,23
Siemens,1112656402INC,1112656402,23/01/2023 01:12 PM,099441,20/01/2023 06:15 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-01-23 04:55,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-01-23 06:27,,2023-01-23 18:27:43,22,No Aplica,2,25
Siemens,1112657394INC,1112657394,19/01/2023 06:32 PM,099269,19/01/2023 09:09 PM,RECHAZO,Sin Dato,Sin asignar,R01,2023-01-20 05:12,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-01-20 07:35,,2023-01-20 19:35:42,20,No Aplica,2,23
Siemens,1112662553INC,1112662553,23/01/2023 12:05 PM,099437,20/01/2023 04:44 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-01-23 04:40,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-24 03:56,,2023-01-24 03:56:54,24,No Aplica,11,36
Siemens,1112662560DAN,1112662560,16/02/2023 10:24 AM,101606,16/02/2023 01:40 PM,Importacion,Sin Dato,Sin asignar,R01,2023-02-16 03:41,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-02-17 03:17,,2023-02-17 03:17:27,2,1465,12,14
Siemens,1112663488-EMB,1926494542,23/01/2023 12:20 PM,100263,30/01/2023 09:39 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-01-31 01:27,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-31 02:07,23  65  3034  3000122,2023-01-31 14:07:55,16,No Aplica,1,17
Siemens,11126699065-EMB,1926494543,27/01/2023 11:03 AM,100262,30/01/2023 09:38 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-01-31 01:25,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-31 02:08,23  65  3034  3000221,2023-01-31 14:08:07,16,No Aplica,1,17
Siemens,1112674009INC,1112674009,23/01/2023 01:07 PM,099449,20/01/2023 07:48 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-01-23 04:41,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-23 07:31,,2023-01-23 19:31:48,21,No Aplica,3,24
Siemens,1112680916INC,1112680916,30/01/2023 12:47 PM,100072,27/01/2023 06:34 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-01-31 12:13,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-31 04:42,,2023-01-31 16:42:39,42,No Aplica,4,47
Siemens,1112682941-EMB,1926494543,19/01/2023 02:04 PM,099352,19/01/2023 04:37 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-01-19 05:28,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-19 06:04,23  65  3034  3000154,2023-01-19 18:04:23,1,No Aplica,1,2
Siemens,1112685957DAN,1112685957,15/02/2023 06:08 PM,101609,16/02/2023 01:42 PM,Importacion,Sin Dato,Sin asignar,R01,2023-02-16 03:50,,100.00,1,0,5,0.00,0.00,100.00,5,1,1,5.00,2023-02-16 11:52,,2023-02-16 23:52:54,3,No Aplica,7,11
Siemens,1112686939DAN,1112686939,15/02/2023 06:16 PM,101608,16/02/2023 01:41 PM,Importacion,Sin Dato,Sin asignar,R01,2023-02-16 04:23,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-02-16 06:51,,2023-02-16 18:51:32,3,No Aplica,2,6
Siemens,1112688673-EMB,1926494543,20/01/2023 11:56 PM,100264,30/01/2023 09:40 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-31 01:24,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-31 02:20,23  65  3034  3000177,2023-01-31 14:20:53,17,1730,0,17
Siemens,1112710478-EMB,1926494544,09/02/2023 09:32 AM,101066,08/02/2023 06:08 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-02-09 12:57,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-02-09 02:23,23  65  3034  3000296,2023-02-09 14:23:24,18,No Aplica,2,21
Siemens,1112717760DAN,1112717760,10/02/2023 04:49 PM,101605,16/02/2023 01:39 PM,Importacion,Sin Dato,Sin asignar,R01,2023-02-16 03:48,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-02-16 11:47,,2023-02-16 23:47:22,3,No Aplica,7,11
Siemens,1112746030INC,1112746030,17/02/2023 12:50 PM,101602,16/02/2023 01:23 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-02-17 01:32,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-02-17 03:59,,2023-02-17 15:59:09,24,No Aplica,2,27
Siemens,1112746031EXC,1112746031,16/03/2023 06:05 PM,104408,17/03/2023 12:33 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-17 12:22,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-17 12:40,,2023-03-17 12:40:59,0,No Aplica,0,1
Siemens,1112746031INC,1112746031,20/02/2023 06:09 PM,101793,18/02/2023 04:37 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-02-21 03:00,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-02-22 03:19,,2023-02-22 03:19:15,23,No Aplica,12,51
Siemens,1112749929INC,10309506,24/02/2023 03:01 PM,101803,21/02/2023 06:24 PM,Importacion,Sin Dato,Sin asignar,R01,2023-02-24 04:25,,100.00,1,0,7,0.00,0.00,100.00,7,1,1,7.00,2023-02-24 06:54,,2023-02-24 18:54:55,70,No Aplica,2,73
Siemens,1112765148INC,1112765148,24/02/2023 10:18 AM,102323,23/02/2023 06:11 PM,Importacion,Sin Dato,Sin asignar,R01,2023-02-24 11:32,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-02-24 06:19,,2023-02-24 18:19:12,17,1,6,25
Siemens,1112766106ETIQ,1112766106,06/03/2023 12:17 PM,103190,03/03/2023 05:42 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-03-07 11:09,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-07 01:26,,2023-03-07 13:26:57,42,No Aplica,2,44
Siemens,1112769268SOB,1112769268,03/03/2023 03:17 PM,103180,03/03/2023 04:24 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-03 04:54,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-04 04:55,,2023-03-04 04:55:00,0,7,5,8
Siemens,1112788431-EMB,1926449454,24/02/2023 08:59 PM,102993,01/03/2023 05:57 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-03-02 10:44,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-02 11:19,23  65  3034  3000431,2023-03-02 11:19:22,18,No Aplica,0,18
Siemens,1112796556INC,1112796556,06/03/2023 12:17 PM,103188,03/03/2023 05:41 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-03-07 11:17,,100.00,1,0,34,0.00,0.00,100.00,34,1,1,34.00,2023-03-07 01:27,,2023-03-07 13:27:38,42,No Aplica,2,44
Siemens,1112803092INC,1112803092,10/03/2023 09:53 AM,103484,08/03/2023 03:49 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-03-10 10:26,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-10 11:35,,2023-03-10 11:35:14,43,No Aplica,1,44
Siemens,1112815504CAD,1112815504,24/03/2023 12:33 PM,105292,28/03/2023 01:31 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-28 11:55,,100.00,1,0,5,0.00,0.00,100.00,5,1,1,5.00,2023-03-28 03:28,,2023-03-28 15:28:04,0,No Aplica,2,2
Siemens,1112815512INC,1112815512,13/03/2023 11:53 AM,103833,10/03/2023 06:06 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-03-13 02:53,,100.00,1,0,8,0.00,0.00,100.00,8,1,1,8.00,2023-03-13 05:23,,2023-03-13 17:23:26,21,No Aplica,2,24
Siemens,1112824349DAN,8898140588,16/03/2023 06:01 PM,104407,17/03/2023 12:32 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-17 12:20,,100.00,1,0,8,0.00,0.00,100.00,8,1,1,8.00,2023-03-17 01:01,,2023-03-17 13:01:51,0,No Aplica,1,1
Siemens,1112824359DAN,1112824359,16/03/2023 06:17 PM,104361,16/03/2023 07:04 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-17 10:23,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-17 01:10,,2023-03-17 13:10:43,15,No Aplica,3,19
Siemens,1112824360EXC,1112824360,16/03/2023 06:17 PM,104362,16/03/2023 07:05 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-17 10:26,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-17 12:40,,2023-03-17 12:40:29,15,No Aplica,2,18
Siemens,1112840302-EMB,6392528900,15/03/2023 07:45 PM,104342,16/03/2023 05:32 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-03-16 05:56,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-16 06:10,23  65  3034  3000581,2023-03-16 18:10:19,0,No Aplica,1,1
Siemens,1112847289-EMB,6392528901,21/03/2023 09:51 AM,104637,21/03/2023 01:55 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-03-21 05:59,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-22 10:37,23  65  3034  3000600,2023-03-22 10:37:11,4,No Aplica,17,21
Siemens,1112858154-EMB,6392528901,22/03/2023 11:14 AM,104713,22/03/2023 01:12 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-03-22 01:47,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-22 02:06,23  65  3034  3000619,2023-03-22 14:06:32,0,No Aplica,1,1
Siemens,1112860375-EMB,1926489876,24/03/2023 11:32 AM,105115,27/03/2023 08:56 AM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-03-27 10:23,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-27 02:01,23  65  3034  3000645,2023-03-27 14:01:19,2,No Aplica,4,6
Siemens,1112860496EXC,1112860496,20/04/2023 05:52 PM,107305,21/04/2023 08:10 AM,Importacion,Sin Dato,Sin asignar,R01,2023-04-21 08:02,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-21 09:21,,2023-04-21 09:21:14,0,No Aplica,1,2
Siemens,1112872352INC,1112872352,31/03/2023 03:49 PM,105678,31/03/2023 10:13 PM,Importacion,Sin Dato,Sin asignar,R01,2023-04-03 08:08,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-04-03 09:46,,2023-04-03 09:46:24,10,No Aplica,1,12
Siemens,1112879744INC,1112879744,18/04/2023 01:19 PM,106756,14/04/2023 08:07 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-04-18 03:10,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-04-19 12:07,,2023-04-19 12:07:55,43,No Aplica,21,65
Siemens,1112879744-REIN,1112879744,18/04/2023 01:31 PM,106758,14/04/2023 08:15 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-04-18 02:51,,100.00,1,0,10,0.00,0.00,100.00,10,1,1,10.00,2023-04-18 04:28,,2023-04-18 16:28:33,42,No Aplica,2,45
Siemens,1112879747INC,1112879747,18/04/2023 01:23 PM,106757,14/04/2023 08:10 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-04-18 02:47,,100.00,1,0,11,0.00,0.00,100.00,11,1,1,11.00,2023-04-18 04:28,,2023-04-18 16:28:25,42,No Aplica,2,45
Siemens,1112880065DAN,1112880065,20/04/2023 05:47 PM,107306,21/04/2023 08:12 AM,Importacion,Sin Dato,Sin asignar,R01,2023-04-21 08:00,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-21 12:58,,2023-04-21 12:58:06,0,No Aplica,4,5
Siemens,1112894733-EMB,6392528901,06/04/2023 02:42 PM,106363,11/04/2023 01:35 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-04-11 02:09,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-11 07:51,23  65  3034  3000748,2023-04-11 19:51:29,1,No Aplica,5,7
Siemens,1112916097-EMB,6392528901,13/04/2023 09:20 AM,107194,19/04/2023 09:57 PM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-04-20 03:15,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-20 03:58,23  65  3034  3000788,2023-04-20 15:58:12,18,No Aplica,0,18
Siemens,1112938584,1112938584,09/05/2023 12:42 PM,108524,04/05/2023 07:27 PM,Importacion,Sin Dato,Sin asignar,R01,2023-05-10 10:30,,100.00,1,0,5,0.00,0.00,100.00,5,1,1,5.00,2023-05-10 10:35,,2023-05-10 10:35:38,87,0,0,88
Siemens,1112938614CAM,1112938614,05/05/2023 05:05 PM,109027,11/05/2023 12:11 PM,Importacion,Sin Dato,Sin asignar,R01,2023-05-11 12:29,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-12 12:55,,2023-05-12 12:55:09,0,0,24,25
Siemens,1112939264INC,1112939264,02/05/2023 11:52 AM,108070,28/04/2023 06:22 PM,Rechazo,Sin Dato,Sin asignar,R01,2023-05-02 12:24,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-02 01:41,,2023-05-02 13:41:01,18,No Aplica,1,20
Siemens,1112953266OBS,1112953266,27/04/2023 07:08 PM,108865,09/05/2023 05:06 PM,Importacion,Sin Dato,Sin asignar,R01,2023-05-09 05:16,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-10 03:43,,2023-05-10 15:43:44,0,No Aplica,22,23
Siemens,1112971159SOB,1112971159,10/05/2023 06:32 PM,109034,11/05/2023 12:25 PM,Importacion,Sin Dato,Sin asignar,R01,2023-05-11 12:47,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-12 12:52,,2023-05-12 12:52:05,0,0,24,25
Siemens,1112974359-EMB,6392528901,05/05/2023 01:10 PM,109400,16/05/2023 11:36 AM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-05-16 11:46,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-16 04:00,23  65  3034  3000937,2023-05-16 16:00:27,0,No Aplica,5,5
Siemens,1112978407-EMB,6392528901,05/05/2023 01:08 PM,109399,16/05/2023 11:34 AM,NO CONFORME,Sin Dato,Sin asignar,R01,2023-05-16 11:47,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-16 04:00,23  65  3034  3000951,2023-05-16 16:00:53,0,No Aplica,5,5
